US_Chart - Current Rock Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
24,Voyage Of The Dead Marauder,Alestorm,THE ORCHARD,ORCH,24,,,1,822,,0,823,2024.03.28
26,Direct Inject,Zombi,RELAPSE RECORDS,RLS ,26,,,1,811,,0,811,2024.03.28
27,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,19,18,71,803,4.3,770,182436,2024.03.28
28,Hall Of Fame: Class Of 2022 (Live),Umphrey's McGee,NOTHING TOO FANCY MUSIC,NTFM,28,,,1,720,999.0,7,791,2024.03.28
29,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,21,17,23,701,1.0,694,230894,2024.03.28
30,"10,000 Volts",Ace Frehley,MNRK,MNRK,1,30,13,5,653,28.3,509,16986,2024.03.28
31,Nel Nome Del Codice,Keygen Church, METALBLADE,MBL ,31,,,1,614,208.5,199,813,2024.03.28
32,Mahal,Glass Beams,NINJA TUNE LIMITED,NTR,32,,,1,605,,0,605,2024.03.28
33,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,22,21,32,589,-8.1,641,62205,2024.03.28
34,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,,,1,565,999.0,27,15786,2024.03.28
35,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,26,32,48,549,-2.0,560,190559,2024.03.28
36,History Books - Short Stories,Gaslight Anthem,THE ORCHARD,ORCH,36,,,1,538,,0,538,2024.03.28
36,Bleachers,Bleachers,DIRTY HIT,DRHI,2,8,2,3,538,-71.9,1912,11870,2024.03.28
38,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,27,36,50,510,-7.6,552,268578,2024.03.28
39,Diamonds,Elton John,ISLAND,ISL,2,31,31,329,495,-2.4,507,813714,2024.03.28
40,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,4,36,,6,493,46.3,337,6627,2024.03.28
41,Bite Down,Rosali,MERGE RECORDS,MERG,41,,,1,488,999.0,1,489,2024.03.28
42,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,25,26,21,486,-17.1,586,111803,2024.03.28
43,After the Revolution,Carsie Blanton,,,43,,,1,440,999.0,14,454,2024.03.28
44,Real Power,Gossip,ULTA,ULTA,44,,,1,425,,0,425,2024.03.28
45,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,39,42,28,420,19.7,351,74036,2024.03.28
46,Seven Psalms,Paul Simon,SBME,SBME,6,13,,2,404,-60.4,1021,32580,2024.03.28
47,Higher Power,Scott Stapp,THE ORCHARD,ORCH,6,6,,2,402,-84.7,2630,3032,2024.03.28
48,The Mandrake Project,Bruce Dickinson, BMG DISTRIBUTION,BMG,1,24,12,4,397,-34.2,603,10263,2024.03.28
49,The Other Side Of Mars,Mick Mars,RED INK,RDIK,2,33,35,5,394,-11.5,445,7125,2024.03.28
50,Gloom Division,I Don't Know How But They Found Me,CONCORD MUSIC GROUP,CNCO,6,40,,3,379,8.3,350,4420,2024.03.28
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.03.28
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.04.04
1,Heaven :X: Hell,Sum 41, RISE RECORDS,RISE,1,,,1,7204,999.0,3,7208,2024.04.04
2,Evolution,Sheryl Crow,VALORY,VALO,2,,,1,3754,999.0,4,3758,2024.04.04
3,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,5,4,32,3204,-1.4,3248,140405,2024.04.04
4,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,4,3,44,2915,-10.6,3262,158886,2024.04.04
5,Jpeg Raw,Gary Clark Jr.,Warner Records,WAR,2,2,,2,2240,-50.3,4507,6753,2024.04.04
6,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,9,7,44,1853,0.3,1847,196290,2024.04.04
7,Tigers Blood,Waxahatchee,Anti,ANT,1,1,,2,1714,-71.0,5904,7625,2024.04.04
8,Invincible Shield,Judas Priest,EPIC,EPIC,1,7,2,4,1658,-35.3,2563,31860,2024.04.04
9,Happiness Bastards,Black Crowes,MEGAFORCE,MEGF,1,8,1,3,1615,-19.6,2008,12673,2024.04.04
10,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,15,11,11,1219,6.7,1142,66447,2024.04.04
11,Interplay,Ride,WICHITA RECORDINGS,WCTA,11,,,1,1165,803.1,129,1296,2024.04.04
12,Unreal Unearth,Hozier,Columbia Records,COL ,1,13,14,33,1111,-16.1,1324,120258,2024.04.04
13,"Mind, Man, Medicine",Secret Sisters, INDEPENDENT LABEL SUBMISSION,INDI,13,,,1,1062,999.0,1,1063,2024.04.04
14,Echo Dancing,Alejandro Escovedo,YEP ROC RECORDS,YROC,14,,,1,1046,,0,1048,2024.04.04
15,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,18,12,20,1030,6.4,968,244311,2024.04.04
16,Live Laugh Love,Chastity Belt,Suicide Squeeze Records,SSQ,16,,,1,872,999.0,1,873,2024.04.04
17,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,27,19,72,837,4.2,803,183273,2024.04.04
18,Unheard,Hozier,Columbia Records,COL ,6,6,,2,797,-74.2,3091,3888,2024.04.04
19,Hand On Heart,Cock Sparrer, INDEPENDENT LABEL SUBMISSION,INDI,19,,,1,765,,0,765,2024.04.04
20,Visions,Norah Jones,BLUE NOTE,BNTE,3,17,9,4,759,-28.2,1057,10491,2024.04.04
21,Revelations,Sarah Shook & The Disarmers,THE ORCHARD,ORCH,21,,,1,758,999.0,1,759,2024.04.04
22,Notebook Fantasy,Chicano Batman,"ATO RECORDS, L.L.C.",ATO ,22,,,1,743,,0,743,2024.04.04
23,Bright Future,Adrianne Lenker,BEGGARS GROUP USA,BEGG,3,3,,2,735,-81.5,3978,4783,2024.04.04
24,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,33,22,33,732,24.3,589,62937,2024.04.04
25,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,24,16,53,729,-11.3,822,221085,2024.04.04
26,These Nuts,Ninja Sex Party, INDEPENDENT LABEL SUBMISSION,INDI,5,11,,3,686,-56.1,1564,6334,2024.04.04
27,The Eps,Knox,ATLANTIC GROUP,ATLG,27,,,1,664,,0,664,2024.04.04
28,All I Ever Want Is Everything,Blu Detiger,CAPITOL MUSIC GROUP,CAP ,28,,,1,660,,0,660,2024.04.04
29,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,29,21,24,647,-7.7,701,231541,2024.04.04
30,Artificial Bouquet,Frail Body,THE ORCHARD,ORCH,30,,,1,605,999.0,1,608,2024.04.04
31,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,,46,41,604,97.4,306,57902,2024.04.04
32,Sinister Oath,Coffins,RELAPSE RECORDS,RLS ,32,,,1,602,999.0,1,1014,2024.04.04
33,Revolution In Motion - Vinyl (Label Excl,Disco Biscuits,THE ORCHARD,ORCH,33,,,1,557,,0,557,2024.04.04
34,Diamonds,Elton John,ISLAND,ISL,2,39,31,330,554,11.9,495,814268,2024.04.04
35,Everything You Wanted,If Not For Me, INDEPENDENT LABEL SUBMISSION,INDI,35,,,1,548,,0,548,2024.04.04
36,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,35,26,49,527,-4.0,549,191086,2024.04.04
37,Farewell - The Very Best Of Foreigner,Foreigner,TRIGGER PRODUCTIONS,TRGR,10,34,,2,523,-7.4,565,16309,2024.04.04
38,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,38,27,51,505,-1.0,510,269083,2024.04.04
39,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,4,40,36,7,491,-0.4,493,7118,2024.04.04
40,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,45,39,29,481,14.5,420,74517,2024.04.04
41,"Blood, Hair, And Eyeballs",Alkaline Trio,RISE RECORDS,RIS ,4,,,1,469,81.1,259,9650,2024.04.04
42,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,42,25,22,443,-8.8,486,112246,2024.04.04
43,Self Hell,While She Sleeps,Spinefarm,SFMU,43,,,1,433,999.0,4,441,2024.04.04
44,Bleachers,Bleachers,DIRTY HIT,DRHI,2,36,8,4,422,-21.6,538,12292,2024.04.04
45,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,,,1,399,41.0,283,76628,2024.04.04
46,Eros Zeta & The Perfumed Guitars,Church,CARGO UK,CARG,46,,,1,391,999.0,6,398,2024.04.04
47,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,4,,,1,385,3.2,373,32290,2024.04.04
48,"10,000 Volts",Ace Frehley,MNRK,MNRK,1,30,30,6,381,-41.7,653,17367,2024.04.04
49,Seven Psalms,Paul Simon,SBME,SBME,6,46,13,3,372,-7.9,404,32952,2024.04.04
50,The Mandrake Project,Bruce Dickinson, BMG DISTRIBUTION,BMG,1,48,24,5,366,-7.8,397,10629,2024.04.04
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.04.04
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.04.11
1,Ohio Players,Black Keys,NONESUCH,NON,1,,,1,20182,999.0,6,20194,2024.04.11
2,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,,,1,15911,999.0,2,15917,2024.04.11
3,A La Sala,Khruangbin,Dead Oceans,DOC,3,,,1,13705,,0,13855,2024.04.11
4,Mood Swings,Marcus King,REPUBLIC RECORDS,R-RR,4,,,1,2884,999.0,1,2886,2024.04.11
5,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,3,5,33,2448,-23.6,3204,142853,2024.04.11
6,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,6,9,45,2370,27.9,1853,198660,2024.04.11
7,American Primitive,Old 97's,"ATO RECORDS, L.L.C.",ATO ,7,,,1,2336,999.0,3,2342,2024.04.11
8,Cure,ERRA,UNFD,UNFD,8,,,1,1951,,0,1952,2024.04.11
9,Finyl Vinyl,Canned Heat, INDEPENDENT LABEL SUBMISSION,INDI,9,,,1,1597,999.0,3,1601,2024.04.11
10,Collapse List,Novo Amor, INDEPENDENT LABEL SUBMISSION,INDI,10,,,1,1278,999.0,13,1278,2024.04.11
11,Invincible Shield,Judas Priest,EPIC,EPIC,1,8,7,5,1228,-25.9,1658,33088,2024.04.11
12,Happiness Bastards,Black Crowes,MEGAFORCE,MEGF,1,9,8,4,1167,-27.7,1615,13840,2024.04.11
13,Who Will You Believe,Pernice Brothers,NEW WEST RECORD,NWSW,13,,,1,1047,999.0,1,1050,2024.04.11
14,Desert Dreaming,Dustin Kensrue,VAGRANT RECORDS,VAGR,14,,,1,971,999.0,1,972,2024.04.11
15,Unreal Unearth,Hozier,Columbia Records,COL ,1,12,13,34,938,-15.6,1111,121196,2024.04.11
16,Revelator,Phosphorescent,VERVE,VERV,16,,,1,908,999.0,3,911,2024.04.11
17,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,15,18,21,898,-12.8,1030,245209,2024.04.11
18,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,10,15,12,843,-30.8,1219,67290,2024.04.11
19,Evolution,Sheryl Crow,VALORY,VALO,2,2,,2,835,-77.8,3754,4593,2024.04.11
20,Older,Lizzy McAlpine, RCA,RCA ,20,,,1,763,,0,763,2024.04.11
21,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,17,27,73,735,-12.2,837,184008,2024.04.11
22,The Tide Of Death And Fractured Dreams,Ingested,Metal Blade,MBL,22,,,1,711,,0,711,2024.04.11
23,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,29,29,25,689,6.5,647,232230,2024.04.11
24,Diamonds,Elton John,ISLAND,ISL,2,34,39,331,684,23.5,554,814952,2024.04.11
25,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,31,,42,663,9.8,604,58565,2024.04.11
26,Jpeg Raw,Gary Clark Jr.,Warner Records,WAR,2,5,2,3,649,-71.0,2240,7402,2024.04.11
27,Tigers Blood,Waxahatchee,Anti,ANT,1,7,1,3,636,-62.9,1714,8261,2024.04.11
28,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,25,24,54,621,-14.8,729,221706,2024.04.11
29,Unheard,Hozier,Columbia Records,COL ,6,18,6,3,619,-22.3,797,4507,2024.04.11
30,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,24,33,34,613,-16.3,732,63550,2024.04.11
31,Half Living Things,Alpha Wolf,NUCLEAR BLAST,NUB,31,,,1,609,999.0,1,610,2024.04.11
31,Heaven :X: Hell,Sum 41, RISE RECORDS,RISE,1,1,,2,609,-91.5,7204,7817,2024.04.11
33,There Are Worse Things Than Being Alive,Bayside,HOPELESS RECORDS,HPL,33,,,1,608,732.9,73,682,2024.04.11
34,Visions,Norah Jones,BLUE NOTE,BNTE,3,20,17,5,578,-23.8,759,11069,2024.04.11
35,Funeral Sanctum,Witch Vomit,20 Buck Spin,TBSN,35,,,1,546,999.0,2,548,2024.04.11
36,Dead Rebellion,Strung Out,RED INK,RDIK,36,,,1,523,,0,523,2024.04.11
37,Mantras,Katie Pruitt,NEW ROUNDER,ROUN,37,,,1,516,,0,517,2024.04.11
38,All Quiet On The Eastern Esplanade,Libertines,REPUBLIC RECORDS,R-RR,38,,,1,512,999.0,1,515,2024.04.11
39,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,36,35,50,504,-4.4,527,191590,2024.04.11
40,Ultrasound,Palace,VIRGIN MUSIC RECORDS,CRL,40,,,1,476,,0,476,2024.04.11
41,Townie,X Ambassadors,JOYFUL RECORDINGS,XAMB,41,,,1,475,999.0,1,476,2024.04.11
42,Notebook Fantasy,Chicano Batman,"ATO RECORDS, L.L.C.",ATO ,22,22,,2,468,-37.0,743,1211,2024.04.11
43,Seven Psalms,Paul Simon,SBME,SBME,6,49,46,4,464,24.7,372,33416,2024.04.11
44,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,38,38,52,449,-11.1,505,269532,2024.04.11
45,No One Gets Out Alive,Maggie Rose,Big Loud Records,BLR,45,,,1,443,,0,443,2024.04.11
46,Bright Future,Adrianne Lenker,BEGGARS GROUP USA,BEGG,3,23,3,3,438,-40.4,735,5221,2024.04.11
47,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,42,42,23,420,-5.2,443,112666,2024.04.11
48,The Mockingbird & The Crow,HARDY,Big Loud Records,BLR,1,45,,2,408,2.3,399,77036,2024.04.11
49,Halloween Mixtape Ii,Magnolia Park,Epitaph,EPI,49,,,1,399,999.0,1,734,2024.04.11
50,Gloom Division,I Don't Know How But They Found Me,CONCORD MUSIC GROUP,CNCO,6,,50,4,398,103.1,196,5014,2024.04.11
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.04.11
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.04.18
1,Papercuts,Linkin Park,Warner Records,WAR,1,,,1,20522,999.0,14,20542,2024.04.18
2,Don't Forget Me,Maggie Rogers,CAPITOL MUSIC GROUP,CAP ,2,,,1,9790,999.0,1,9792,2024.04.18
3,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,,4,45,9558,222.7,2962,171407,2024.04.18
4,One Deep River,Mark Knopfler,BLUE NOTE,BNTE,4,,,1,8284,999.0,12,8318,2024.04.18
5,To The Limit: The Essential Collection,Eagles,ELEKTRA,EEG ,5,,,1,6987,999.0,3,7004,2024.04.18
6,I'm Doing It Again Baby!,girl in red,Columbia Records,COL ,6,,,1,4121,999.0,189,4315,2024.04.18
7,Ghost Stories,Blue Oyster Cult,THE ORCHARD,ORCH,7,,,1,3080,999.0,6,3095,2024.04.18
8,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,6,6,46,2521,6.4,2370,201181,2024.04.18
9,In Lieu Of Flowers,Aaron West & The Roaring Twenties,HOPELESS RECORDS,HPL,9,,,1,2430,999.0,1,2431,2024.04.18
10,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,2,,2,2139,-86.6,15911,18619,2024.04.18
11,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,5,3,34,2006,-18.1,2448,144859,2024.04.18
12,Eviscerate,Eidola,RISE RECORDS,RIS ,12,,,1,1723,999.0,1,1724,2024.04.18
13,Lifeless Birth,Necrot,THE ORCHARD,ORCH,13,,,1,1605,999.0,1,1606,2024.04.18
14,Ohio Players,Black Keys,NONESUCH,NON,1,1,,2,1536,-92.4,20182,21730,2024.04.18
15,A La Sala,Khruangbin,Dead Oceans,DOC,3,3,,2,1334,-90.3,13705,15189,2024.04.18
16,Yummy,James,VIRGIN MUSIC GROUP,CIT,16,,,1,993,,0,993,2024.04.18
17,Invincible Shield,Judas Priest,EPIC,EPIC,1,11,8,6,987,-19.6,1228,34075,2024.04.18
18,Unreal Unearth,Hozier,Columbia Records,COL ,1,15,12,35,967,3.1,938,122163,2024.04.18
19,Up On Gravity Hill,Metz, SUB POP,SUBP,19,,,1,952,999.0,1,953,2024.04.18
20,Into The Realm,Castle Rat, INDEPENDENT LABEL SUBMISSION,INDI,20,,,1,898,999.0,1,899,2024.04.18
21,Liminal,Belmont,PURE NOISE,PNOI,21,,,1,881,,0,881,2024.04.18
22,Happiness Bastards,Black Crowes,MEGAFORCE,MEGF,1,12,9,5,872,-25.3,1167,14712,2024.04.18
23,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,18,10,13,786,-6.8,843,68076,2024.04.18
24,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,17,15,22,725,-19.3,898,245934,2024.04.18
25,Diamonds,Elton John,ISLAND,ISL,2,24,34,332,720,5.3,684,815672,2024.04.18
26,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,30,24,35,677,10.4,613,64227,2024.04.18
27,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,25,31,43,632,-4.7,663,59197,2024.04.18
27,Mood Swings,Marcus King,REPUBLIC RECORDS,R-RR,4,4,,2,632,-78.1,2884,3518,2024.04.18
27,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,21,17,74,632,-14.0,735,184640,2024.04.18
30,Battle Ballads,Týr, METALBLADE,MBL ,30,,,1,592,,0,592,2024.04.18
31,The Lost Tapes,Call,THE ORCHARD,ORCH,31,,,1,586,999.0,3,618,2024.04.18
32,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,23,29,26,573,-16.8,689,232803,2024.04.18
33,Tigers Blood,Waxahatchee,Anti,ANT,1,27,7,4,507,-20.3,636,8768,2024.04.18
33,Unheard,Hozier,Columbia Records,COL ,6,29,18,4,507,-18.1,619,5014,2024.04.18
35,Visions,Norah Jones,BLUE NOTE,BNTE,3,34,20,6,492,-14.9,578,11561,2024.04.18
36,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,28,25,55,478,-23.0,621,222184,2024.04.18
37,Unwishing Well,"Reds, Pinks And Purples",SLUMBERLAND RECORDS LLC,SLUM,37,,,1,451,,0,451,2024.04.18
38,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,39,36,51,434,-13.9,504,192024,2024.04.18
39,Jpeg Raw,Gary Clark Jr.,Warner Records,WAR,2,26,5,4,433,-33.3,649,7835,2024.04.18
40,The Black,Imminence, INDEPENDENT LABEL SUBMISSION,INDI,40,,,1,421,999.0,1,433,2024.04.18
41,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,47,42,24,409,-2.6,420,113075,2024.04.18
42,Stellar Evolution,Aaron Lee Tasjan,THE ORCHARD,ORCH,42,,,1,398,,0,398,2024.04.18
43,Evolution,Sheryl Crow,VALORY,VALO,2,19,2,3,379,-54.6,835,4972,2024.04.18
44,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,44,38,53,369,-17.8,449,269901,2024.04.18
45,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,,40,30,360,20.4,299,75176,2024.04.18
46,Bright Future,Adrianne Lenker,BEGGARS GROUP USA,BEGG,3,46,23,4,358,-18.3,438,5579,2024.04.18
47,Chronicles Of A Diamond,Black Pumas,"ATO RECORDS, L.L.C.",ATO ,4,,47,2,357,31.2,272,32919,2024.04.18
48,Finyl Vinyl,Canned Heat, INDEPENDENT LABEL SUBMISSION,INDI,9,9,,2,348,-78.2,1597,1949,2024.04.18
49,Bad Bad Hats,Bad Bad Hats,"DON GIOVANNI RECORDS, LLC",DGR,49,,,1,347,,0,347,2024.04.18
50,Garden Of Heathens,Heavy Temple, INDEPENDENT LABEL SUBMISSION,INDI,50,,,1,346,,0,346,2024.04.18
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.04.18
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.04.25
1,Dark Matter,Pearl Jam,REPUBLIC RECORDS,R-RR,1,,,1,51931,999.0,66,52035,2024.04.25
2,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,3,,46,9358,-2.1,9558,180765,2024.04.25
3,Papercuts,Linkin Park,Warner Records,WAR,1,1,,2,6530,-68.2,20522,27072,2024.04.25
4,The Best Of Bruce Springsteen,Bruce Springsteen,Columbia Records,COL,4,,,1,5311,999.0,7,5325,2024.04.25
5,Cometh The Storm,High On Fire,MNRK,MNRK,5,,,1,5292,999.0,2,5297,2024.04.25
6,This Is Why (Remix + Standard),Paramore,ATLANTIC GROUP,ATLG,6,,,1,3331,,0,3331,2024.04.25
7,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,11,5,35,2755,37.3,2006,147614,2024.04.25
8,To The Limit: The Essential Collection,Eagles,ELEKTRA,EEG ,5,5,,2,2732,-60.9,6987,9736,2024.04.25
9,This Is Why,Paramore,ATLANTIC GROUP,ATLG,1,,,1,2727,999.0,112,131006,2024.04.25
10,Tarantula Heart,Melvins,IPEC,IPEC,10,,,1,2689,999.0,4,2694,2024.04.25
11,Live On Tour,Talking Heads,WARNER RHINO,WAR,11,,,1,2463,,0,2463,2024.04.25
12,Don't Forget Me,Maggie Rogers,CAPITOL MUSIC GROUP,CAP ,2,2,,2,2350,-76.0,9790,12142,2024.04.25
13,Live From Gorilla,The 1975,INTERSCOPE/GEFFEN/A&M,INT ,13,,,1,2244,999.0,1,2327,2024.04.25
14,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,8,6,47,2024,-19.7,2521,203205,2024.04.25
15,"Live At Konserthuset, Stockholm, Septem",Doors, RHINO,RHI ,15,,,1,1827,,0,1827,2024.04.25
16,One Deep River,Mark Knopfler,BLUE NOTE,BNTE,4,4,,2,1800,-78.3,8284,10118,2024.04.25
17,Waiting In The Sky (Before The Starman,David Bowie, WAR - PARLOPHONE,WAR ,17,,,1,1756,,0,1756,2024.04.25
18,Defiance Part 2: Fiction,Ian Hunter,SUN RECORDS,VCMG,18,,,1,1734,999.0,11,1757,2024.04.25
19,Only God Was Above Us,Vampire Weekend,Columbia Records,COL ,2,10,2,3,1667,-22.1,2139,20286,2024.04.25
20,Cracker Island,Gorillaz,WARNER RECORDS,WAR ,1,,,1,1562,999.0,103,116953,2024.04.25
21,Fu##in' Up,Neil Young With Crazy Horse,WARNER RECORDS,WAR,21,,,1,1504,,0,1535,2024.04.25
22,Ohio Players,Black Keys,NONESUCH,NON,1,14,1,3,1479,-3.7,1536,23209,2024.04.25
23,The 1975 Sire Demos,Ramones,WARNER RHINO,WAR,23,,,1,1472,,0,1472,2024.04.25
24,Unreal Unearth,Hozier,Columbia Records,COL ,1,18,15,36,1471,52.1,967,123634,2024.04.25
25,Not Ready For Prime Time: Live At The C,Replacements,WARNER RHINO,WAR,25,,,1,1363,,0,1363,2024.04.25
26,Coup de Grâce,SeeYouSpaceCowboy,PURE NOISE,PNOI,26,,,1,1325,,0,1325,2024.04.25
27,Mind Games (Rsd24) Lp,John Lennon,CAPITOL MUSIC GROUP,CAP ,27,,,1,1169,,0,1169,2024.04.25
28,South Park Rsd Limited,Various Artists,EAGLE ROCK ENT.,EGRO,28,,,1,1143,,0,1143,2024.04.25
29,A La Sala,Khruangbin,Dead Oceans,DOC,3,15,3,3,1135,-14.9,1334,16324,2024.04.25
30,Live At Racket Nyc (Rsd April 2024),Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT,30,,,1,1103,,0,1103,2024.04.25
31,Live On Boston Harbor (Rsd),Fleet Foxes,ANTI/EPITAPH,ATEP,31,,,1,1036,,0,1036,2024.04.25
32,Final Summer,Cloud Nothings,PURE NOISE,PNOI,32,,,1,1003,,0,1003,2024.04.25
33,Lola,Goth Babe, INDEPENDENT LABEL SUBMISSION,INDI,33,,,1,998,999.0,5,1246,2024.04.25
34,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,23,18,14,911,15.9,786,68987,2024.04.25
35,Invincible Shield,Judas Priest,EPIC,EPIC,1,17,11,7,900,-8.8,987,34975,2024.04.25
36,Mortal Binding,My Dying Bride,NUCLEAR BLAST,NUB,36,,,1,889,,0,889,2024.04.25
37,Rocky Horror Show - Original D,Richard O'Brien, INDEPENDENT LABEL SUBMISSION,INDI,37,,,1,863,,0,863,2024.04.25
38,The Other Side,T Bone Burnett,T BONE BURNETT PS,VERV,38,,,1,857,999.0,4,863,2024.04.25
39,Story Of The Who (2lp) Rsd24,Who,INTERSCOPE/GEFFEN/A&M,INT ,39,,,1,832,,0,832,2024.04.25
40,Live From The Church,Zao, INDEPENDENT LABEL SUBMISSION,INDI,40,,,1,811,,0,811,2024.04.25
41,Happiness Bastards,Black Crowes,MEGAFORCE,MEGF,1,22,12,6,795,-8.8,872,15507,2024.04.25
42,Had Me A Real Good Time: Live At The Bb,Faces, RHINO,RHI ,42,,,1,791,,0,791,2024.04.25
43,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,32,23,27,781,36.3,573,233584,2024.04.25
44,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,27,21,75,766,21.2,632,185406,2024.04.25
45,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,36,28,56,755,57.9,478,222939,2024.04.25
46,Hammersmith 16 11 1976 (Rsd24)2lp,Thin Lizzy,UNIVERSAL MUSIC ENTERPRISES,UME,46,,,1,743,,0,743,2024.04.25
47,"Electric On The Eel: June 10th, 1989 (RSD)",Jerry Garcia Band,"ATO RECORDS, L.L.C.",ATO ,47,,,1,738,,0,738,2024.04.25
48,Bowl '71,Yes, RHINO,RHI ,48,,,1,737,,0,737,2024.04.25
