Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
53,Body,Loud Luxury Feat. Brando,SONY,SONY,4,41,47,325,1283220,-9.2,1413279,1247120,36100,9161131,605149073,2024.02.15
54,What Is Love,Haddaway,RAZOR & TIE,RTRT,17,68,70,429,1282565,6.8,1201173,1016630,265935,12119909,452338989,2024.02.15
55,Lost In The Fire,Gesaffelstein & The Weeknd,Columbia Records,COL ,2,46,46,213,1270600,-7.7,1376258,1220770,49830,9277992,365720969,2024.02.15
56,The Motto,Tiesto & Ava Max,ATLANTIC GROUP,ATLG,1,48,40,119,1260924,-6.2,1344246,1188717,72207,9691746,290838657,2024.02.15
57,Funked Up (Slowed),Xxanteria,Vydia,VYD,54,54,61,4,1246902,-2.7,1281142,1160248,86654,4689443,4689443,2024.02.15
58,Murder In My Mind,Kordhell,THE ORCHARD,ORCH,1,51,50,91,1238342,-4.8,1300628,1033280,205062,13449769,287797393,2024.02.15
59,Slide,Calvin Harris,Columbia Records,COL ,1,66,69,364,1232057,1.1,1218129,1198762,33295,8421304,754907584,2024.02.15
60,Tuca Donka,"Skorde, Dj Fku, Cursedevil",,,49,63,49,17,1223328,-0.7,1231368,972447,250881,10062638,26880770,2024.02.15
61,Can't Get You out of My Head,Kylie Minogue,INTERSCOPE/GEFFEN/A&M,INT ,58,58,92,184,1221534,-2.3,1250467,1076900,144634,7669069,194474604,2024.02.15
62,Everytime We Touch,Cascada,ROBBINS ENTERTAINMENT,ROBB,13,55,64,429,1213736,-4.6,1272819,1076104,137632,23549115,548748424,2024.02.15
63,Look Don’t Touch (Feat. Cade Clair),Odetari,APG INC.,ATP,14,60,56,40,1204077,-2.8,1238647,1047822,156255,9819909,99714090,2024.02.15
64,Barbie Girl,Aqua,INTERSCOPE/GEFFEN/A&M,INT ,1,62,55,429,1203603,-2.6,1235851,830758,372845,19432184,827283925,2024.02.15
65,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,WARNER RECORDS,WAR ,10,53,57,45,1196941,-6.6,1281175,1174710,22231,9234118,100343654,2024.02.15
66,Memories,David Guetta Feat. Kid Cudi,ATLANTIC GROUP,ATLG,13,61,68,187,1194957,-3.4,1237637,1109661,85296,10297623,298070188,2024.02.15
67,Shiver,John Summit & Hayla,,,67,,,1,1189775,0.0,0,1167812,21963,1189775,1189775,2024.02.15
68,Outside,Calvin Harris Feat. Ellie Goulding,Columbia Records,COL ,19,57,71,429,1182178,-5.5,1251369,1080918,101260,8752826,430608803,2024.02.15
69,Oblivion,Grimes, 4 A.D.,4AD,9,50,88,220,1181704,-11.4,1333255,1088504,93200,6860499,208221503,2024.02.15
70,Hide Away Feat. Holly Martin,Synapson,EASTWEST RECORD,EEW ,35,90,0,4,1175212,11.7,1052007,414222,760990,7462205,9878742,2024.02.15
71,Montagem Mysterious Game,Lxngvx,CMG,LANG,66,74,66,4,1174155,1.2,1160693,1136009,38146,5899948,6347494,2024.02.15
72,Clarity,Zedd Feat. Foxes,INTERSCOPE/GEFFEN/A&M,INT ,19,73,80,429,1168298,-0.9,1178961,1073675,94623,8063901,535579466,2024.02.15
73,Back On 74,Jungle,,,30,64,60,26,1142017,-6.9,1226022,1056962,85055,9362893,47238860,2024.02.15
74,Faded,Alan Walker, RCA,RCA,1,72,76,425,1123473,-5.0,1182110,995867,127606,8377910,1450217587,2024.02.15
75,Sins (Let Me In),Kanii,Warner Records,WAR,27,71,73,23,1119913,-5.5,1185424,936316,183597,9730651,41355828,2024.02.15
76,In The Name Of Love,Martin Garrix & Bebe Rexha, RCA,RCA,1,59,63,394,1119269,-10.1,1244392,948134,171135,12697707,1016070752,2024.02.15
77,Love Is Gone,Slander Feat. Dylan Matthew,CMG,1911,1,70,72,181,1114714,-6.5,1192096,908755,205959,47669650,847878342,2024.02.15
78,Roses,Chainsmokers Feat. Rozes,SONY/COLUMBIA,COL,1,69,75,429,1109651,-7.1,1194078,1107559,2092,7642749,826720686,2024.02.15
79,Higher Love,Kygo & Whitney Houston, RCA,RCA,5,80,87,242,1091578,-1.5,1108331,1042633,48945,7814560,429068700,2024.02.15
80,Moth To A Flame,Swedish House Mafia & The Weeknd,REPUBLIC RECORDS,R-RR,1,87,78,121,1090823,2.0,1069916,1032864,57959,7509460,208376330,2024.02.15
81,Sleepwalker,"Akiaura, Stm, Lonown",,,52,78,67,25,1086951,-3.9,1130788,871413,215538,11267782,40430658,2024.02.15
82,The Lost Soul Down,Nbsplv,,,28,86,81,38,1077168,0.5,1071654,1054708,22460,7919748,75016016,2024.02.15
83,Narcissistic Personality Disorder,Odetari,,,19,89,79,44,1072003,1.3,1058591,954523,117480,7987451,87143078,2024.02.15
84,Let Me See Ya Move!,"Lumi Athena, Cade Clair",Vydia,VYD,60,79,74,25,1059244,-5.4,1120042,921013,138231,8532366,50595943,2024.02.15
85,Don'T You Want Me,Human League,ASTRALWERKS,ASTW,85,101,107,343,1045486,8.2,966241,981568,63918,6507284,262317991,2024.02.15
86,Runaway (U & I),Galantis,ATLANTIC GROUP,ATLG,12,81,114,427,1026730,-6.1,1093553,998110,28620,6188860,507005923,2024.02.15
87,Kerosene,Crystal Castles,REPUBLIC RECORDS,R-RR,5,77,65,65,1023701,-9.7,1134018,705761,317940,27355742,262952820,2024.02.15
88,Hands Up!,"6arelyhuman,Kets4eki",,,37,84,86,47,1014389,-6.0,1078872,935150,79239,7950813,73947257,2024.02.15
89,Baixo,Xxanteria,Vydia,VYD,33,91,82,21,1002929,-3.4,1037693,861921,141008,11869715,33005723,2024.02.15
90,Boogie Shoes,KC & The Sunshine Band, WAR - PARLOPHONE,WAR ,25,83,93,201,995024,-8.1,1082524,925779,69245,9069349,218233611,2024.02.15
91,Icewhore!,Lumi Athena,Vydia,VYD,77,85,77,15,990554,-7.9,1075381,894922,95632,7409198,26043526,2024.02.15
92,Dancin,Aaron Smith (DJ) Feat. Luvli,ULTRA,ULTA,1,92,85,292,988686,-3.7,1026355,592041,396645,41211342,1057927697,2024.02.15
93,The Business,Tiesto,ATLANTIC GROUP,ATLG,2,99,95,177,988525,1.6,972744,895358,93167,6930470,354809887,2024.02.15
94,Lady (Hear Me Tonight),Modjo,INTERSCOPE/GEFFEN/A&M,INT ,15,94,90,186,979851,-1.4,993839,921310,58541,7322634,174273412,2024.02.15
95,It Ain't Me,Kygo Feat. Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,2,102,100,366,973230,0.9,964761,917728,55502,6749101,754832252,2024.02.15
96,Diamondz N Roses,Vaporgod,,,15,88,84,16,955268,-9.8,1058791,779894,175374,17420203,49294102,2024.02.15
97,Waiting For Love,Avicii,ISLAND,ISL ,6,105,101,429,954756,2.5,931521,845541,109215,7667244,420273190,2024.02.15
98,Got Me Started,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,30,93,83,19,944517,-7.0,1015323,888143,56374,7832474,34297291,2024.02.15
99,Axel F,Crazy Frog,REPUBLIC RECORDS,R-RR,14,97,98,428,942948,-4.4,985832,284866,658082,11355269,515386516,2024.02.15
100,Treehouse,Alex G,,,97,103,97,43,939248,-2.6,964228,904952,34296,6941404,71274813,2024.02.15
101,Stuck Inside,Black Gryph0n & The Living Tombstone Feat. Kevin Foster,,,101,112,110,11,936823,3.3,907315,526997,409826,6503431,12716732,2024.02.15
102,Ride It,Regard,EPIC,EPIC,2,98,104,238,922586,-5.6,977564,891073,31513,6505416,537323457,2024.02.15
103,Where Them Girls At,David Guetta,ATLANTIC GROUP,ATLG,23,107,108,259,918639,-0.9,926913,875595,43044,6221528,233949307,2024.02.15
104,Leavemealone,Fred Again.. & Baby Keem,ATLANTIC GROUP,ATLG,38,82,91,10,915969,-15.7,1086415,896485,19484,8001289,12819632,2024.02.15
105,One More Time,Daft Punk,ASTRALWERKS,ASTW,7,106,103,429,908535,-2.2,928944,788614,119921,6858025,348749014,2024.02.15
106,Hypnotic Data (Slowed & Reverbed),Odecore,,,89,95,89,12,904762,-8.9,993141,733848,170914,7285459,15083704,2024.02.15
107,Atmosphere,FISHER X Kita Alexander,,,94,96,94,21,901898,-8.7,987369,876546,25352,6855209,27312201,2024.02.15
108,HEY BROTHER,Avicii,ISLAND,ISL,4,115,111,429,886023,-0.4,889812,780470,105553,6099423,454405569,2024.02.15
109,One Night/All Night,Justice,,,17,67,17,3,884328,-26.8,1207541,867219,17109,4560341,4560341,2024.02.15
110,Better Off Alone,Alice Deejay,THE ORCHARD,ORCH,4,136,134,129,883148,9.7,804900,750787,132361,6796363,217870873,2024.02.15
111,Escape,Kx5 Feat. Hayla,,,44,130,127,101,880465,5.7,833112,844558,35907,5690056,89790386,2024.02.15
112,Stay (With Alessia Cara),Zedd & Alessia Cara,INTERSCOPE/GEFFEN/A&M,INT ,1,109,130,365,874739,-5.3,924157,833956,40783,5934844,876948440,2024.02.15
113,Fire For You,Cannons (Electronic),SONY/COLUMBIA,COL,53,119,128,174,872354,0.0,871958,781833,90521,5679636,163720207,2024.02.15
114,What You Want!,Asteria,,,99,100,99,4,861250,-11.3,970553,696034,165216,5812107,7411641,2024.02.15
115,Here With Me,Marshmello Feat. CHVRCHES,REPUBLIC RECORDS,R-RR,2,131,120,258,859377,3.6,829314,831353,28024,5824016,478720279,2024.02.15
116,DARK BEACH,Pastel Ghost,CITY LIGHTS PIC,CLP ,46,104,106,124,858736,-9.0,943738,773988,84748,6882680,111704157,2024.02.15
117,How Deep Is Your Love,"Disciples , Calvin Harris",Columbia Records,COL ,4,114,121,426,849595,-4.6,890540,793169,56426,5894684,538722434,2024.02.15
118,You're Too Slow,Odetari,,,10,117,109,33,848193,-4.0,883962,721398,126795,13195484,98203125,2024.02.15
119,Taki Taki,"Dj Snake Feat. Selena Gomez , Ozuna & Cardi B",THE ORCHARD,ORCH,1,127,118,281,842841,-0.0,843112,700143,142698,6403823,1050150414,2024.02.15
120,Weightless,Marconi Union,THE ORCHARD,ORCH,37,116,96,349,842418,-4.8,884772,786300,56118,6852640,254290457,2024.02.15
121,When We Were Young (The Logical Song),David Guetta & Kim Petras,,,59,76,59,13,842223,-26.3,1142166,797459,44764,7910445,14105069,2024.02.15
122,Rockabye,Clean Bandit,SONY MUSIC LATIN,SML,3,126,124,382,837074,-0.8,843900,685175,151899,7828215,810971742,2024.02.15
123,Paris,Chainsmokers,SONY/COLUMBIA,COL,1,124,129,370,834932,-1.6,848388,798313,36619,5645793,661967278,2024.02.15
124,Goosebumps,Travis Scott & HVME, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,113,105,171,824738,-8.1,897234,788274,36464,6056674,360393497,2024.02.15
125,Funkytown,Lipps Inc.,Universal Music Enterprises,UME ,9,133,123,362,822834,0.9,815416,614858,207976,20103200,443419384,2024.02.15
126,Shake That Shit!,"Jnhygs, Cade Clair, Prodbyabnormal",Vydia,VYD,77,122,116,25,817222,-4.0,851316,687462,129760,6171467,35270411,2024.02.15
127,Where Are You Now,Lost Frequencies & Calum Scott, RCA,RCA,12,118,113,132,807575,-7.7,875141,776730,30845,6256976,185660389,2024.02.15
128,Resonance,Home,,,20,121,112,167,803668,-6.3,857492,702024,101644,6041489,185820024,2024.02.15
129,Money On The Dash,Elley Duhe & Whethan,,,115,120,115,3,802260,-7.7,869452,784086,18174,5936294,31936429,2024.02.15
130,Miss You,Oliver Tree & Robin Schulz,ATLANTIC GROUP,ATLG,1,132,122,71,793281,-4.3,829209,663486,129795,7495892,300739514,2024.02.15
131,West End Girls,Pet Shop Boys, WAR - PARLOPHONE,WAR ,119,137,138,199,789182,-1.8,803378,698744,90438,5382359,200918553,2024.02.15
132,Cold Water,Major Lazer,THE ORCHARD,ORCH,1,143,156,385,782350,2.6,762247,731780,50570,5143964,803456663,2024.02.15
133,Xoxo (Kisses Hugs),"Pixel Hood, Horrormovies, 6arelyhuman",,,85,125,126,25,775912,-8.3,846471,693695,82217,5878676,39455687,2024.02.15
134,Royalty,"Neoni, Maestro Chives, Egzod",,,134,139,142,12,767559,-3.2,793090,543226,224333,5111298,60684960,2024.02.15
135,Feels,Calvin Harris,Columbia Records,COL ,1,157,159,341,755035,5.3,716797,693265,61770,5114132,591019529,2024.02.15
136,Saving Up,Dom Dolla,SONY CLASSICS,SNYC,102,128,102,6,753383,-10.1,838472,744558,8825,5089553,12971431,2024.02.15
137,Give It To Me,Matt Sassari,,,136,144,136,4,752151,-0.8,758157,752149,2,5004040,40013524,2024.02.15
138,Montagem - Pr Funk,S3bzs,THE ORCHARD,ORCH,3,138,132,34,751932,-6.2,801948,701528,50404,10038101,113177223,2024.02.15
139,All My Fellas,Frizk,,,5,110,125,17,741785,-18.9,914927,565878,175907,31596564,88769629,2024.02.15
140,You Spin Me Round (Like A Record),Dead Or Alive,CITY LIGHTS PIC,CLP ,33,145,149,418,735951,-2.9,757940,636389,99562,5212552,326059160,2024.02.15
141,Middle,Dj Snake,INTERSCOPE/GEFFEN/A&M,INT ,3,154,147,406,735139,0.4,732117,679751,55388,4967098,598014611,2024.02.15
142,Lay Low,Tiesto,INTERNATIONAL R,IRI,73,150,144,49,734993,-1.4,745236,705851,29142,5207865,47847822,2024.02.15
143,Jerk!,"Jnhygs, 9lives",Vydia,VYD,120,140,133,25,734104,-6.0,781219,615102,119002,5741803,37642965,2024.02.15
144,Blue (Da Ba Dee),Eiffel 65,REPUBLIC RECORDS,R-RR,17,146,137,422,733657,-2.8,754753,580764,152893,5335225,553643192,2024.02.15
145,Head & Heart,Joel Corry X Mnek,SME/LEGACY RECORDINGS,LEGC,1,141,140,180,732477,-4.9,770220,712527,19950,5303723,264361545,2024.02.15
146,Symphony,Clean Bandit,ATLANTIC GROUP,ATLG,9,142,131,358,732364,-4.0,763202,652275,80089,5418939,525573413,2024.02.15
147,More Than You Know,Axwell & \ Ingrosso,DEF JAM RECORDINGS,DEF ,19,156,145,307,731377,1.5,720652,696372,35005,4785721,308366028,2024.02.15
148,Music Sounds Better With You,Stardust,THE ORCHARD,ORCH,69,148,146,18,729642,-2.5,748725,635456,94186,5155830,96955801,2024.02.15
149,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiesto, Dido, W&W, Dimitri Vegas, Like Mike",,,149,151,165,3,729521,-1.8,742933,705813,23708,4139059,5647144,2024.02.15
150,BULLETPROOF,La Roux,INTERSCOPE/GEFFEN/A&M,INT ,26,149,135,244,729014,-2.2,745409,693682,35332,5160192,246294067,2024.02.15
151,Blame,Calvin Harris Feat. John Newman,SONY/COLUMBIA,COL,24,135,139,389,720876,-10.5,805316,672261,48615,5125498,345665165,2024.02.15
152,Movement,"Marshmello, Hol!",CMG,Joyt,152,,,1,720236,105197.7,684,717651,2585,720920,720920,2024.02.15
153,HEY MAMA,"Nicki Minaj , David Guetta",ATLANTIC GROUP,ATLG,1,152,150,428,719111,-2.2,735496,582060,137051,11444268,746813638,2024.02.15
154,Addict,Silva Hound Feat. Michael Kovach & Chi-Chi, INDEPENDENT LABEL SUBMISSION,INDI,78,158,194,13,710371,-0.8,716258,583147,127224,3502777,54379637,2024.02.15
155,Nightcall,Kavinsky & Lovefoxxx,REPUBLIC RECORDS,R-RR,31,162,148,83,703312,-0.7,708375,571002,132310,6741706,197118981,2024.02.15
156,Sweet Nothing,Calvin Harris Feat. Florence W,CAPITOL MUSIC GROUP,CAP ,70,147,154,341,688458,-8.1,749459,659266,29192,4736725,267353064,2024.02.15
157,Both,Tiesto,ATLANTIC GROUP,ATLG,75,134,117,24,687141,-14.8,806474,673795,13346,5847613,25121619,2024.02.15
158,Freaks,Timmy Trumpet,THE ORCHARD,ORCH,19,164,152,427,683195,-2.7,702082,581154,102041,7009396,451443660,2024.02.15
159,Never Forget You,Zara Larsson & Mnek,EPIC,EPIC,2,153,164,418,680159,-7.2,733070,639996,40163,4820163,696911635,2024.02.15
160,Alvrgzo,"Alex Favela, Código Fn, Oscar Ortiz",,,141,166,141,4,679594,-0.7,684455,634741,44853,5061128,7391224,2024.02.15
161,Bad Memories,MEDUZA x James Carter Feat. Elley Duhe & FASTBOY,REPUBLIC RECORDS,R-RR,79,167,153,59,675697,0.7,671190,664399,11298,4755376,60311712,2024.02.15
162,Miracle,Calvin Harris & Ellie Goulding,SONY/COLUMBIA,COL,17,161,162,38,673134,-5.7,713598,660208,12926,5021640,69692844,2024.02.15
163,Alone,Marshmello, MONS RECORDS,MONS,2,159,157,380,672023,-6.1,715396,426700,245323,5075545,873584647,2024.02.15
164,One In A Million,"Bebe Rexha, David Guetta",Warner Records,WAR,45,160,161,21,663601,-7.2,714870,654189,9412,4987512,26333410,2024.02.15
165,Somebody (2024),"Gotye, Fisher, Chris Lake",REPUBLIC RECORDS,R-RR,165,,,1,661677,281464.7,235,650489,11188,662396,662396,2024.02.15
166,Love Tonight,Shouse,INGROOVES,INGV,16,168,163,128,655319,-2.2,669944,649935,5384,4659888,157860063,2024.02.15
167,Do It To It,Acraze Feat. Cherish,"THRIVE MUSIC, LLC",TMU,1,175,166,122,649246,0.7,644651,633411,15835,6111506,224188670,2024.02.15
168,Carino,Marias,,,131,172,182,59,646291,-1.0,652741,629737,16554,4137246,95716910,2024.02.15
169,Good Things Fall Apart,Illenium Feat. Jon Bellion,ASTRALWERKS,ASTW,9,155,172,225,640407,-12.1,728549,614555,25852,4356290,348660943,2024.02.15
170,Desire,Calvin Harris & Sam Smith,,,56,163,151,21,640276,-8.9,702631,625863,14413,4992548,33110892,2024.02.15
171,Suffocation (Slowed),Noturgf,,,171,190,0,2,637430,5.9,602109,637430,0,3790014,16388742,2024.02.15
172,Paranoia,Kentenshi,,,168,176,178,5,632756,-1.7,643613,632756,0,3923642,24637784,2024.02.15
173,Pump Up the Jam,Technotronic Feat. Felly,HIP-O RECORDS,HIPD,84,183,174,175,631736,0.4,629028,528410,103326,4344190,194644636,2024.02.15
174,Sugar,Robin Schulz,ATLANTIC GROUP,ATLG,4,173,175,400,627754,-3.1,647657,589491,38263,4363997,370446108,2024.02.15
175,All I Want Is You,Rebzyyx Feat. Hoshie Star,,,5,171,173,46,625472,-5.0,658167,521245,104227,12587909,338341318,2024.02.15
176,Meddle About,Chase Atlantic,,,175,177,177,4,623819,-2.9,642690,599753,24066,4258881,42624316,2024.02.15
177,Remember,Becky Hill & David Guetta,INTERSCOPE/GEFFEN/A&M,INT ,9,169,171,101,622489,-6.6,666778,611473,11016,4538901,122843765,2024.02.15
178,Light It Up,Major Lazer,THE ORCHARD,ORCH,5,196,0,345,619019,5.5,587009,582185,36834,4006987,482920971,2024.02.15
179,WHERE ARE U NOW,Skrillex & Diplo Feat. Justin,ATLANTIC GROUP,ATLG,2,185,199,398,618817,0.9,613082,571429,47388,4015844,779704176,2024.02.15
180,Manda Bala,Ariis,,,170,170,183,3,616355,-7.2,664159,535171,81184,3984478,4508064,2024.02.15
181,Words,Alesso & Zara Larsson,,,34,184,170,69,615860,0.3,614168,607353,8507,4324209,75759269,2024.02.15
182,Wet Dreams (W/ Nimstarr),Odetari Nimstarr,,,181,195,187,7,614856,4.3,589675,610057,4799,4076138,19907806,2024.02.15
183,Take It Off,FISHER & Aatig,ATLANTIC GROUP,ATLG,70,165,160,13,611729,-11.4,690707,605957,5772,5339885,22759905,2024.02.15
184,You,Regard x Troye Sivan x Tate McRae,EPIC,EPIC,4,174,191,124,607273,-5.9,645596,572156,35117,4276158,187222460,2024.02.15
185,You Know You Like It,Dj Snake & Alunageorge,INTERSCOPE/GEFFEN/A&M,INT ,11,180,180,251,606928,-4.7,636961,567314,39614,4187181,376744704,2024.02.15
186,Virtual Insanity,Jamiroquai,EPIC,EPIC,62,187,184,33,599504,-0.9,604985,437618,161886,5108161,112019749,2024.02.15
187,Around The World,Daft Punk, WAR - PARLOPHONE,WAR ,12,186,189,189,594999,-2.3,609224,500837,94162,4662980,243744310,2024.02.15
188,This Feeling,Chainsmokers Feat. Kelsea Ballerini,Columbia Records,COL ,3,181,190,259,593407,-6.2,632749,564959,28448,4154623,452146378,2024.02.15
189,Ferrari,James Hype Feat. Miggy Dela Rosa,REPUBLIC RECORDS,R-RR,41,193,179,65,592849,0.3,591190,573816,19033,4262502,73540785,2024.02.15
190,Scared To Be Lonely,Martin Garrix Feat. Dua Lipa, RCA,RCA,6,178,188,334,583685,-8.9,640364,567092,16593,4118692,435415577,2024.02.15
191,4 Morant (Better Luck Next Time),Com Truise,Ghostly International,GHIN,186,188,186,3,576637,-4.6,604672,557405,19232,4084390,21593882,2024.02.15
192,Stay The Night,Zedd Feat. Hayley Williams,INTERSCOPE/GEFFEN/A&M,INT ,78,0,0,247,571126,1.8,561073,535329,35797,3780047,238826136,2024.02.15
193,Prayer in C,Lilly Wood & The Prick,ATLANTIC GROUP,ATLG,51,192,0,365,570548,-3.5,591490,510336,60212,3875497,295958383,2024.02.15
194,Untitled #13,Glwzbll,,,34,182,169,15,570170,-9.9,632648,507640,62530,11438111,33940048,2024.02.15
195,On My Love,Zara Larsson & David Guetta,EPIC,EPIC,86,0,0,6,564887,8.5,520754,547586,17301,4052596,13569941,2024.02.15
196,Protection Charm,Miguel Angeles,,,196,,,1,564847,26.7,445901,554228,10619,3049337,4821544,2024.02.15
197,"Harder, Better, Faster, Stronger",Daft Punk,ULTA,ULTA,12,194,0,419,564345,-4.4,590500,448252,116093,4684302,417277273,2024.02.15
198,Fast Car,Jonas Blue Feat. Dakota,CAPITOL MUSIC GROUP,CAP ,7,0,0,230,560489,1.2,554027,554408,6081,3434080,302606960,2024.02.15
199,Mr. Saxobeat,Alexandra Stan,UNIVERSAL MUSIC LATIN,UMLE,8,0,0,322,557851,0.6,554773,485033,72818,3879852,249397557,2024.02.15
200,Mwaki,Zerb,,,191,191,0,2,556676,-7.4,600888,543221,13455,4251086,7093547,2024.02.15
1,Murder On The Dance Floor,Sophie Ellis-Bextor,,,1,1,1,12,5384199,-10.1,5988641,5048872,335327,62922664,83456084,2024.02.22
2,Strangers,Kenya Grace,Warner Records,WAR,2,2,2,25,4764127,-5.8,5058619,4597906,166221,50884352,191741978,2024.02.22
3,Summertime Sadness,Lana Del Rey & Cedric Gervais,INTERSCOPE/GEFFEN/A&M,INT ,3,3,3,430,3745297,-5.9,3979300,3415276,330021,37156160,1032328446,2024.02.22
4,I'm Good (Blue),David Guetta & Bebe Rexha,WARNER RECORDS,WAR ,1,5,5,78,3305891,-2.9,3405384,2995728,310163,29955762,520355778,2024.02.22
5,Whatever,Kygo, RCA,RCA,3,4,6,5,2947793,-16.9,3549259,2844875,102918,17742147,17742147,2024.02.22
6,Never Be Like You,Flume Feat. Kai (Canada),MOM & POP MUSIC,MMPZ,3,6,4,423,2686594,-6.2,2865285,2525039,161555,22061359,599581786,2024.02.22
7,Closer,Chainsmokers Feat. Halsey,Columbia Records,COL ,1,7,9,395,2609078,-4.0,2719109,2301262,307816,21617142,2320004819,2024.02.22
8,Wake Me Up,Avicii,ISLAND,ISL,1,9,10,430,2592342,0.2,2587452,2400068,192274,20642893,1069657945,2024.02.22
9,Something Just Like This,Chainsmokers & Coldplay,DISRUPTOR RECOR,RL-D,1,8,8,366,2558811,-5.3,2701884,2327444,231367,21556275,1521860396,2024.02.22
10,Shiver,John Summit & Hayla,,,10,67,0,2,2555752,114.8,1189775,2522435,33317,3745527,3745527,2024.02.22
11,Ecstacy,Suicidal-Idol,,,1,10,7,27,2433742,-3.0,2509943,2084437,349305,28135556,159297375,2024.02.22
12,Happier,Marshmello & Bastille,ASTRALWERKS,ASTW,1,11,11,288,2297005,1.0,2274181,2037907,259098,19055645,1806164505,2024.02.22
13,Lovely Bastards,"Yatashigang, Zwe1hvndxr",,,1,12,13,26,2193481,0.9,2174282,1668987,524494,57834792,185143115,2024.02.22
14,Gmfu,Odetari & 6arelyhuman,"ARTIST PARTNER GROUP, INC",ATP,11,13,16,31,2051981,0.2,2048391,1795679,256302,20265468,124693721,2024.02.22
15,Lean On,Major Lazer & DJ Snake Feat. M0,THE ORCHARD,ORCH,1,15,19,430,2047894,2.8,1992717,1793528,254366,15567786,1249250880,2024.02.22
16,Smoke It Off! (Feat. Jnhygs),Lumi Athena,Vydia,VYD,14,14,14,44,2029461,0.3,2022504,1732608,296853,17102172,111877516,2024.02.22
17,Cleared Remix,Lilithzplug,,,17,20,20,6,1961520,9.0,1800299,1827964,133556,10472728,10729684,2024.02.22
18,This Is What You Came For,Calvin Harris Feat. Rihanna,SONY/COLUMBIA,COL,1,18,18,408,1877073,-1.4,1904189,1737117,139956,16105538,1087388125,2024.02.22
19,10:35,Tiesto & Tate Mcrae,ATLANTIC GROUP,ATLG,6,17,15,68,1847576,-3.5,1915086,1790298,57278,15780247,176839365,2024.02.22
20,Latch,Disclosure Feat. Sam Smith,INTERSCOPE/GEFFEN/A&M,INT ,15,22,26,430,1806634,4.8,1724617,1664620,142014,13967195,645417452,2024.02.22
21,Don't Let Me Down,Chainsmokers Feat. Daya,Columbia Records,COL ,1,21,21,420,1783562,-0.4,1791067,1535692,247870,16513342,1805987296,2024.02.22
22,Titanium,David Guetta Feat. Sia,PARLOPHONE,PARP,1,25,25,430,1740053,2.6,1696735,1552296,187757,16033003,927094251,2024.02.22
